gene_id	conf	product
SO_3069	0.91	type IV pilus assembly protein FimV
SO_4719	0.91	ABC-type tungstate uptake system substrate-binding component TupA
SO_1518	0.90	L-lactate dehydrogenase complex protein LldG
SO_2697	0.90	Mu phage tape measure protein Gp42
SO_2830	0.90	predicted outer membrane protein
SO_4018	0.90	putative lipoprotein
SO_0054	0.89	HI0933 family flavoprotein YhiN
SO_0797	0.89	periplasmic thioredoxin-family protein
SO_2680	0.89	Mu phage portal protein GpH
SO_3523	0.89	type IV pilin system protein
SO_0147	0.88	predicted periplasmic protein
SO_0852	0.88	PilD processed protein
SO_0938	0.88	predicted lipoprotein
SO_1405	0.88	periplasmic transglutaminase family protein
SO_0718	0.87	predicted secreted protein
SO_0974	0.87	putative cytoplasmic protein
SO_2247	0.87	putative lipoprotein
SO_2961	0.87	Lambda phage head-tail connector protein HK97-gp6 family
SO_4543	0.87	putative alpha-dextrin endo-1 6-alpha-glucosidase
SO_0908	0.85	ankyrin domain protein
SO_0971	0.85	predicted membrane protein
SO_2219	0.85	predicted membrane protein
SO_2277	0.85	16 kDa heat shock protein A IbpA
SO_2876	0.85	predicted lipoprotein
SO_3051	0.85	xanthine and CO dehydrogenase family maturation factor XdhC/CoxF family
SO_3454	0.85	putative cytoplasmic protein
SO_4145	0.85	signalling protein with EAL and C2 domains
SO_0316	0.84	phosphatidylethanolamine-binding protein YbcL
SO_0559	0.84	MaoC domain protein
SO_0203	0.83	predicted periplasmic protein
SO_0813	0.83	RCC1/BLIP-II superfamily lipoprotein
SO_1610	0.83	Zn-ribbon-containing possibly nucleic-acid-binding protein DUF2310
SO_1956	0.83	phosphatidylethanolamine-binding protein
SO_2868	0.83	SirA-like protein
SO_2955	0.83	Lambda phage minor tail protein G
SO_0757	0.82	TPR domain lipoprotein
SO_0074	0.81	ABC-type efflux system permease component
SO_0329	0.81	predicted lipoprotein
SO_0362	0.81	predicted inner membrane protein
SO_2118	0.81	chemotaxis locus anti-sigma factor antagonist
SO_0353	0.80	TPR domain protein
SO_1061	0.80	lipoprotein with a tetratricopeptide repeat
SO_2858	0.80	
SO_4714	0.80	ABC-type amino acid uptake system substrate-binding component PAAT family
SO_3258	0.79	flagella assembly protein FlgT
SO_3949	0.79	transcriptional regulator BolA family YrbA
SO_0449	0.78	iron-regulated inner membrane protein
SO_3076	0.78	protein YfcL
SO_3512	0.78	SapC family protein
SO_3950	0.78	ABC-type phospholipid uptake (salvage) system anti-anti-sigma factor MlaB
SO_0792	0.77	ribosome recycling factor Rrf
SO_3558	0.77	predicted lipoprotein
SO_2063	0.76	outer membrane lipoprotein
SO_3615	0.76	TPR repeat-containing protein
SO_4064	0.76	pentapeptide repeat protein McbG
SO_0055	0.75	tetratricopeptide repeat-containing protein
SO_3105	0.75	periplasmic rhodanese domain protein
SO_0126	0.74	DUF833 family protein
SO_3303	0.74	cell surface protein
SO_4263	0.74	phage P1-related protein in restrction modification operon RflA
SO_0306	0.73	outer membrane protein COG4775 family
SO_1425	0.73	outer membrane morn variant repeat-containing protein
SO_1850	0.73	DnaJ domain protein
SO_2936	0.73	sialidase superfamily protein
SO_3337	0.73	signal transduction protein with HDOD/GAF domains
SO_1378	0.72	peptidase family 56
SO_2960	0.72	Lambda phage phage head-tail joining protein
SO_1123	0.71	predicted inner membrane protein
SO_4138	0.71	putative periplasmic protein
SO_3758	0.70	sodium-dependent bicarbonate transporter (SBT) family
SO_0112	0.69	inhibitor of invertebrate-type lysozyme PliI-like family
SO_0381	0.68	type I RM locus Fic family protein
SO_1475	0.68	UPF0125 family protein YfjF
SO_0013	0.67	metal-dependent phosphohydrolase
SO_0033	0.66	peptidoglycan-binding protein
SO_0337	0.66	YER057c/Yigf/Uk114 family protein
SO_1444	0.66	toxin module of toxin-antitoxin system RelE/StbE family
SO_2789	0.66	oxidoreductase iron/ascorbate family
SO_3223	0.66	flagellar hook-length control protein FliK
SO_4700	0.66	outer membrane porin
SO_0076	0.65	outer membrane morn variant repeat-containing protein
SO_0625	0.65	periplasmic cyctochrome c oxidase regulatory protein
SO_0179	0.64	aspartyl/asparaginyl beta-hydroxylase family protein
SO_0392	0.64	predicted lipoprotein
SO_0480	0.64	sulfurtransferase SirB
SO_3407	0.64	putative siderophore transporter component 2
SO_3905	0.64	predicted outer membrane protein
SO_2604	0.63	UV induced SOS regulon protein YebG
SO_3576	0.63	predicted periplasmic protein
SO_4641	0.63	toxin-antitoxin system toxin RelE family
SO_4710	0.63	paraquat-inducible membrane protein PqiA family
SO_2228	0.62	CBS domain containing protein
SO_2565	0.62	intracellular proteinase inhibitor domain protein
SO_4434	0.62	type I pilus assembly chaperone CooB
SO_4508	0.62	formate dehydrogenase accessory protein FdhX
SO_0764	0.60	putative periplasmic protein
SO_1468	0.60	ADP-ribose binding domain-containing protein
SO_4196	0.60	predicted membrane protein
SO_4362	0.60	extracellular oxidoreductase chaperone protein
SO_4563	0.60	HDOD domain protein
SO_2497	0.59	SEC-C domain protein
SO_4035	0.59	predicted membrane protein
SO_4169	0.59	deoxyribodipyrimidine photolyase-related protein
SO_4551	0.58	predicted periplasmic protein
SO_2470	0.57	glutathione-dependent thiol reductase
SO_4340	0.57	putative transport protein with Tim44-like domain
SO_0459	0.56	putative ATPase DUF853 family
SO_0720	0.56	predicted periplasmic protein
SO_1064	0.56	WD-40 repeat lipoprotein
SO_1441	0.56	putative cytoplasmic protein
SO_1830	0.56	diguanylate cyclase
SO_2439	0.56	serine rich protein
SO_3343	0.56	predicted lipoprotein
SO_3584	0.56	superoxide-responsive transcriptional repressor of superoxide stress response AzrR
SO_4331	0.56	predicted membrane protein
SO_0615	0.55	HD domain protein
SO_2934	0.55	extracellular lipase Pla-1/cef family
SO_2945	0.55	Lambda phage tail fiber protein
SO_0466	0.54	toxin-antitoxin system antidote
SO_4107	0.53	MshA biogenesis protein MshF
SO_4685	0.53	outer membrane protein in capsule/EPS biosynthesis locus
SO_3781	0.52	major pilin structural protein V10-like protein
