gene_id	conf	product
SO_4434	0.77	type I pilus assembly chaperone CooB
SO_0628	0.76	bifunctional diguanylate cyclase/phosphodiesterase
SO_0757	0.76	TPR domain lipoprotein
SO_4169	0.76	deoxyribodipyrimidine photolyase-related protein
SO_0353	0.75	TPR domain protein
SO_1757	0.75	transcription activator-like effector binding domain protein
SO_3198	0.74	putative cytoplasmic protein in chemotaxis locus
SO_3256	0.74	outer membrane lipoprotein required for flagellar motility FlgP
SO_4701	0.74	predicted periplasmic protein
SO_1086	0.73	predicted inner membrane protein
SO_2439	0.73	serine rich protein
SO_3076	0.73	protein YfcL
SO_3525	0.73	type IV pili system adhesin PilY
SO_4035	0.73	predicted membrane protein
SO_0403	0.72	predicted outer membrane protein
SO_0337	0.71	YER057c/Yigf/Uk114 family protein
SO_1069	0.71	predicted membrane protein
SO_3054	0.71	metallo-beta-lactamase family protein
SO_3303	0.71	cell surface protein
SO_3409	0.71	OsmC/Ohr family protein
SO_0147	0.70	predicted periplasmic protein
SO_3377	0.70	predicted periplasmic protein
SO_3502	0.70	TIGR02001 family outer membrane protein
SO_3860	0.70	periplasmic substrate binding protein family 3
SO_1004	0.69	putative inner membrane lipoprotein
SO_2797	0.69	glutaredoxin
SO_3449	0.69	WGR domain protein
SO_4522	0.69	putative periplasmic protein
SO_2573	0.66	UCP006173 family protein
SO_3810	0.66	outer membrane protein OmpA-like protein
SO_3355	0.65	inner membrane osmoregulator protein YggT
SO_3781	0.65	major pilin structural protein V10-like protein
SO_2277	0.64	16 kDa heat shock protein A IbpA
SO_2711	0.64	predicted lipoprotein
SO_2917	0.64	predicted lipoprotein
SO_3694	0.64	ABC-type macrolide family export system MFP component
SO_3829	0.64	hypothetical protein
SO_0974	0.63	putative cytoplasmic protein
SO_1507	0.63	C-terminal Bar domain-containing protein
SO_3668	0.63	heme iron utilization protein HmuX
SO_4050	0.63	putative DUF2955 domain transport system permease component
SO_0515	0.62	DUF3012 domain-containing lipoprotein
SO_3258	0.62	flagella assembly protein FlgT
SO_3474	0.62	metallo-beta-lactamase family protein
SO_0925	0.61	signalling protein with GGDEF domain
SO_1956	0.61	phosphatidylethanolamine-binding protein
SO_3344	0.61	predicted inner membrane protein
SO_3950	0.61	ABC-type phospholipid uptake (salvage) system anti-anti-sigma factor MlaB
SO_1047	0.60	inner membrane protein LrgA
SO_2671	0.60	Mu phage endolysin Lys
SO_2942	0.60	Lambda phage transcriptional regulator
SO_4113	0.60	MSHA biogenesis protein MshK
SO_0552	0.60	predicted periplasmic protein
SO_1781	0.59	extracellular respiratory sytem outer membrane component MtrE
SO_3526	0.59	type IV minor pilin protein PilX
SO_4013	0.59	TPR repeat domain protein
SO_0074	0.58	ABC-type efflux system permease component
SO_0661	0.58	Mu phage mom transcriptional regulator Com
SO_0938	0.58	predicted lipoprotein
SO_1412	0.58	outer membrane beta barrel protein
SO_2922	0.58	predicted nucleoside-diphosphate sugar epimerase YfcH
SO_0409	0.57	thioredoxin family protein
SO_1045	0.57	putative outer membrane protein
SO_4563	0.57	HDOD domain protein
SO_0462	0.56	predicted inner membrane protein
SO_2931	0.56	cytochrome c lipoprotein
SO_4508	0.56	formate dehydrogenase accessory protein FdhX
SO_1872	0.55	surface lipoprotein with VCBS repeats
SO_3051	0.55	xanthine and CO dehydrogenase family maturation factor XdhC/CoxF family
SO_3558	0.55	predicted lipoprotein
SO_3924	0.55	Fe hydrogenase assembly protein HydX
SO_0126	0.54	DUF833 family protein
SO_0203	0.54	predicted periplasmic protein
SO_0655	0.54	Mu phage protein
SO_0914	0.54	beta lactamase family protein
SO_1337	0.54	predicted periplasmic protein
SO_3062	0.54	predicted inner membrane protein
SO_3949	0.53	transcriptional regulator BolA family YrbA
SO_0971	0.52	predicted membrane protein
SO_2219	0.52	predicted membrane protein
SO_2699	0.52	Mu phage baseplate assembly protein GpP
SO_3495	0.52	OsmC-like superfamily protein
SO_1475	0.51	UPF0125 family protein YfjF
SO_1949	0.51	invasin domain protein
SO_2061	0.51	predicted lipoprotein
SO_3576	0.51	predicted periplasmic protein
