subject,predicate,object
GO_2000125,rdf-schema#subClassOf,GO_0008277
GO_0043386,rdf-schema#subClassOf,GO_0009403
N6387a713f72a45bdaf185c329c948e10,22-rdf-syntax-ns#first,N7380d3a2eab249239ee231418fd7c564
GO_0000731,rdf-schema#subClassOf,N7120ebab696b49b69ecf503f7a348e72
GO_0043131,rdf-schema#subClassOf,Nc1915cf602c0474aa4417def75915e2f
Nd43b2ddeacbe44cc850e3c1ceef53fc1,22-rdf-syntax-ns#rest,Na0cfc81b942b4a07af7c4e690b499000
GO_0000287,rdf-schema#subClassOf,GO_0046872
GO_0090220,rdf-schema#subClassOf,GO_0051303
N3deef79bd5d049b7961818fe467b67bf,owl#someValuesFrom,GO_0009425
GO_0044835,rdf-schema#subClassOf,N4985b2e7f6e74abc986f3a6e549ca3e2
GO_0046488,rdf-schema#subClassOf,GO_0006650
N977a0a561b6c47899d8deb17475443e7,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
N3ed2f017bbb148db932513d669edcd61,owl#onProperty,BFO_0000050
GO_0098552,rdf-schema#subClassOf,GO_0110165
GO_0072243,rdf-schema#subClassOf,GO_0072207
GO_0032991,oboInOwl#inSubset,go#goslim_agr
Nb5ae86b26ba8464f888265df22e75e73,22-rdf-syntax-ns#first,GO_0065007
GO_0032516,oboInOwl#hasAlternativeId,GO:0032514
Nf3acd051b267450dacf9e03f416da025,22-rdf-syntax-ns#first,GO_0065007
N8a8b75a00ef348918f1d022fa4077e0e,owl#onProperty,BFO_0000050
GO_0140029,owl#equivalentClass,N0e4b7c06d25143978c465455e9a8afe2
GO_0015344,rdf-schema#subClassOf,GO_0015343
GO_0003887,oboInOwl#hasAlternativeId,GO:0003889
GO_0008092,oboInOwl#inSubset,go#goslim_flybase_ribbon
N5a5f21eee32e4b138312c217f6cbe1d9,owl#onProperty,RO_0002212
N9bfab7f416f14ccf96ff1c3306abc0fe,owl#onProperty,RO_0002212
GO_0005996,rdf-schema#subClassOf,GO_0005975
Ne03a6099d96e48e0b081c36de9a0edfe,owl#someValuesFrom,GO_0048468
GO_0099504,rdf-schema#subClassOf,N0bc3f9e13429417c93077502db1db189
Nd0e514c7e82d498a971574df52f64098,owl#onProperty,RO_0002211
GO_0019068,rdf-schema#subClassOf,Nd62d04a8eed8427f80c072cb727e7704
GO_0050868,rdf-schema#subClassOf,Nc30d857fff5f42b5a35e76742a428c59
Ne779188d135146df8341b3aabd7f47af,owl#intersectionOf,N0d8a5492f0d94f0fbee16b56a2e003f0
GO_0005304,rdf-schema#subClassOf,GO_0015175
GO_0004375,rdf-schema#subClassOf,GO_0016642
GO_0009933,rdf-schema#subClassOf,GO_0048532
GO_0030148,rdf-schema#subClassOf,GO_1901566
GO_0019294,rdf-schema#subClassOf,N4ea3c70493894ea2be2a8ef618a65618
GO_1901016,rdf-schema#subClassOf,GO_0032412
N5b696c8593b345cba5262614548f6933,owl#onProperty,RO_0002211
Nd91b206ea6244018a0f258ef15037ad5,22-rdf-syntax-ns#first,GO_0044068
GO_0006188,rdf-schema#subClassOf,GO_0009168
GO_0036034,rdf-schema#subClassOf,GO_0065003
GO_0044835,owl#equivalentClass,N52e362d339164329a4f13d7b007309f3
GO_0042157,rdf-schema#subClassOf,GO_0019538
N0d7027574d94457a9e2d2198e4390c02,owl#someValuesFrom,GO_0006351
Ne2355b4b189d47ee8ffb4b251b5d76ec,22-rdf-syntax-ns#first,GO_0065007
N084da61776084a4e80df49f029402232,owl#onProperty,RO_0002212
GO_0045861,rdf-schema#subClassOf,GO_0030162
N0c0289d7e3384f86b823a9fcc4bcc386,owl#someValuesFrom,GO_1903826
GO_0104004,rdf-schema#subClassOf,GO_0051716
N303b22fccab84340843956653198c51a,owl#someValuesFrom,GO_0009058
GO_0046655,rdf-schema#subClassOf,GO_0006760
N9cf31e9257e748b3b9dab3655f769df5,owl#onProperty,RO_0002211
N2f0e5ca048154ead911ddc836d9e64a3,owl#intersectionOf,N6e9d30157b584d589ba24085b51c08d0
GO_1900440,owl#equivalentClass,N281a1531014d41f0a6b041f09b6e6548
N3b9e3221463f461d975253b038379490,owl#onProperty,RO_0002211
GO_0070858,rdf-schema#subClassOf,GO_0070857
N3f69a555d50b445c9a693d24d2db82b9,22-rdf-syntax-ns#first,GO_0065007
N4446ed2a9c4b4c36af97d41b1a52d11f,owl#someValuesFrom,GO_0043163
GO_0023057,rdf-schema#subClassOf,GO_0023051
Ne34d36e3a3094deebdddba06ecb94893,owl#onProperty,RO_0002212
Naef9c399aa4b46ecabec2a01f3fa0bd0,owl#onProperty,BFO_0000050
GO_0009194,rdf-schema#subClassOf,GO_0009139
GO_0051783,owl#equivalentClass,N8163d605bbf6425a8219b02864590f1b
GO_0009852,rdf-schema#subClassOf,GO_0009850
GO_0004190,rdf-schema#subClassOf,GO_0004175
GO_0044090,owl#equivalentClass,Nf6a8fc080d2446a7ab98a8543d4269f2
GO_0070161,rdf-schema#subClassOf,GO_0030054
GO_0007498,rdf-schema#subClassOf,GO_0009888
Nc87eba4ddf3f42d9a40c37484c7a05cd,22-rdf-syntax-ns#first,GO_0065007
GO_1902018,rdf-schema#subClassOf,GO_0120033
GO_0019290,oboInOwl#hasAlternativeId,GO:0031178
GO_0015208,rdf-schema#subClassOf,Na5e38eec488044cca39830d66d4207d5
Nef9c36e5fcb24478928fb493e83d6588,22-rdf-syntax-ns#first,GO_0140414
GO_0040029,oboInOwl#inSubset,go#goslim_plant
N4ff70dc2d6e6400b985f51500f7b070d,owl#onProperty,RO_0002211
N54c9e3ced6bb4af08d1e5e6b59e5b58d,22-rdf-syntax-ns#rest,N97ee7bc97a194d938d1ddcc803a79475
N42db84eff694484fb71a73237dcc66c5,owl#onProperty,BFO_0000050
GO_0044036,rdf-schema#subClassOf,N746d3df4d64b48a68d0cf48923143f61
GO_0032185,rdf-schema#subClassOf,GO_0007010
GO_0010970,rdf-schema#subClassOf,GO_0099111
Nf87285948a344683b538c527416353be,22-rdf-syntax-ns#first,N888b085d6d904243b9248f37ec8283c0
GO_0051075,rdf-schema#subClassOf,GO_0140101
Ne783f22f5d774058b5513d4164f97579,owl#intersectionOf,Na931949188f441fba919ae6405a81aff
Nb3b5d500a5ae4a26b4eab0d0f3e81f97,owl#someValuesFrom,GO_0060993
GO_1901079,owl#equivalentClass,N40bddd0c187245c29ed9ca733667db7b
N29c3c66298c64f4880de0ef480c6b789,owl#someValuesFrom,GO_0001706
GO_0140110,oboInOwl#inSubset,go#goslim_plant
GO_0031118,rdf-schema#subClassOf,GO_0000154
N8899d1710d77475f9537cd943f9eee64,owl#intersectionOf,Nae838c0795de4e8aa5102d69f72b4adf
N421bb8169d3b474caa5ac47cadcf16bf,owl#onProperty,RO_0002213
GO_0051961,rdf-schema#subClassOf,GO_0051960
N1a8a44a8663d4ecc8bf4ba7ca87176e5,owl#someValuesFrom,GO_0048246
GO_0048786,rdf-schema#subClassOf,Ncf2684af47e44240a7914ccebcb4e57a
GO_1902757,rdf-schema#subClassOf,GO_0019720
N7b4fd8a936da4cccb1271a32d2919512,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0015276,rdf-schema#subClassOf,GO_0022834
GO_0075329,rdf-schema#subClassOf,N56cacd2e98e94093b0a067cfdc6b870b
GO_0102027,rdf-schema#subClassOf,GO_0008168
GO_0051156,rdf-schema#subClassOf,GO_0006796
Nca80c0d36b034b50b0f5b8d097933c0d,22-rdf-syntax-ns#first,GO_0019660
GO_0043649,rdf-schema#subClassOf,GO_0043648
GO_0075286,rdf-schema#subClassOf,N17d96d57925343b6b8aeb58220cd1533
GO_0000976,rdf-schema#subClassOf,GO_0001067
GO_0090729,oboInOwl#inSubset,go#goslim_generic
N82cc40a8e00d4d2780c42f7c258697e3,owl#someValuesFrom,GO_0010016
GO_0045740,rdf-schema#subClassOf,GO_0051054
Nfbc063d96fd94cfdac6dce4dd877f990,owl#onProperty,RO_0002212
GO_0000422,rdf-schema#subClassOf,GO_0006914
Nde93a6e6f3254c28ae53ab485ce92556,22-rdf-syntax-ns#rest,Nb2dd1e57b25649f49c1e326cf4145171
N87de5704da9e435d98f1d5191b018c3c,22-rdf-syntax-ns#first,N26d44cd0b47c43e09f35f4c6f6e11b80
GO_0001832,rdf-schema#subClassOf,GO_0048589
N8fe6907f2d294559a97634272c7936bf,22-rdf-syntax-ns#first,GO_0065007
GO_2000451,rdf-schema#subClassOf,N916d9074510948dd9afaf864410eca02
N336aed9cb54b434082c8227a84cfd937,owl#someValuesFrom,GO_0036481
GO_0005548,rdf-schema#subClassOf,N2f3ad6f124b44982a61b1143f9edd06c
GO_0048070,rdf-schema#subClassOf,GO_0120305
GO_0006281,oboInOwl#inSubset,go#goslim_generic
GO_0031630,rdf-schema#subClassOf,Nfbb9c17a23864f4394568656e5e0de4c
N09ca496d0d434b56b0fbb0033c02ef2f,owl#someValuesFrom,GO_0030073
GO_0010638,owl#equivalentClass,N3c62b057cefd4fee9dec7f950e74fc2d
GO_0001941,rdf-schema#subClassOf,GO_0061024
GO_0008170,rdf-schema#subClassOf,GO_0008168
GO_1901479,oboInOwl#hasAlternativeId,GO:0015242
GO_0015087,rdf-schema#subClassOf,N6bec468e00274197aaf6dd73870393ee
GO_0004559,rdf-schema#subClassOf,GO_0015923
GO_0044687,rdf-schema#subClassOf,GO_0004659
N5d3106b46e8e409dae10471d393836c5,owl#onProperty,RO_0002213
GO_0009506,rdf-schema#subClassOf,GO_0005911
GO_0035443,rdf-schema#subClassOf,GO_0035672
GO_0043935,rdf-schema#subClassOf,GO_0030435
GO_0051205,rdf-schema#subClassOf,N7f70292fea5b429ca33779697db1d85d
Ne7e9399af7b446eaaf0fc0b65dcfdae4,owl#someValuesFrom,GO_0006897
Nb1730d89d8d44641899d992cb32763f8,owl#someValuesFrom,GO_0004601
GO_0016881,rdf-schema#subClassOf,GO_0016879
GO_0019240,rdf-schema#subClassOf,GO_1901607
GO_0003714,rdf-schema#subClassOf,GO_0003712
Nd35ec0d6b21a4796a6f8e9f10264fbff,owl#intersectionOf,N48044d9fab0a4f20b3bb1d5bfc507db5
GO_0050864,owl#equivalentClass,N58fccd2faf144e7baa6dfef1adc615b0
GO_0033979,rdf-schema#subClassOf,GO_0016074
GO_0043138,oboInOwl#hasAlternativeId,GO:0043140
GO_0002526,rdf-schema#subClassOf,GO_0006954
GO_1904897,owl#equivalentClass,N1e4700c67d25469c8312a9451c08a0b2
Ncfe39fe900754b6f969e8f00a66b07e9,22-rdf-syntax-ns#rest,N911cb755bd3f4ba6beccf13285f07f9c
GO_0034440,rdf-schema#subClassOf,GO_0030258
GO_0009404,rdf-schema#subClassOf,GO_0019748
N3fbb9570d7e94069bd759ed2ded4619e,owl#onProperty,RO_0002213
N0d75479335104830a0a15c73f03fe921,owl#intersectionOf,Ne986aa6e70d6447a80018dcd0d8ba31c
GO_1904712,rdf-schema#subClassOf,GO_0031334
GO_0031335,rdf-schema#subClassOf,N6606232c63c046dab005a595091dbd68
GO_0098858,rdf-schema#subClassOf,GO_0120025
GO_0072089,rdf-schema#subClassOf,Ne817afc4a6e54ad6b9020a6290b0df29
Naff0820fa5994b378822c84c821b3262,22-rdf-syntax-ns#first,GO_0051899
GO_0046943,rdf-schema#subClassOf,N79937fd93a794c3fa76ca6b41e5e6049
N2bac681b7d3f42e0839df90a7e39dba1,22-rdf-syntax-ns#first,N76252160b1cf44469b1950a1b775949d
N944d3abe518642d585f881d9ae31ffb2,owl#onProperty,BFO_0000050
N5836dcdddcb041dfbb6d450da0e7c7f7,22-rdf-syntax-ns#first,Nedc512a29f3244e3be4cb00b60ff32fe
N9bf2ea3437a540f39c2d3d3d62075ec9,22-rdf-syntax-ns#rest,N81a627849cbd481f9d4316ec71e63510
GO_1903790,rdf-schema#subClassOf,GO_0001408
Ned6d0aa2cd57472baf6c82b4079158ee,22-rdf-syntax-ns#first,RO_0002212
N8045082466d24a8480390e9424fbbf8b,owl#someValuesFrom,GO_0030509
N86c7e4fcd578409da352da96085491b6,owl#intersectionOf,Ne1a72f44ca1c4b9daf2f95e8f5e12c9c
GO_0045013,rdf-schema#subClassOf,GO_0061985
N72c1c75b48b14e40bbb9eaac0802f24b,22-rdf-syntax-ns#rest,Nd02fc350ea794a2394cb8b621aa58d72
GO_0052837,rdf-schema#subClassOf,GO_0018131
GO_0019543,rdf-schema#subClassOf,GO_0019626
Nc800105d470d4aa788c25c6efcb05c92,owl#onProperty,BFO_0000050
GO_0140360,rdf-schema#subClassOf,GO_0005346
GO_0010232,rdf-schema#subClassOf,GO_0006810
GO_0052031,oboInOwl#hasAlternativeId,GO:0052255
GO_0008645,rdf-schema#subClassOf,GO_0015749
Nca0bf7fc418a482a97119e3845404093,owl#onProperty,RO_0002213
GO_0048639,rdf-schema#subClassOf,GO_0051094
Naca35cd8e7b446afa02cfc988da2d10c,22-rdf-syntax-ns#rest,Ne2c4a32463184a4c91de5c1c42c0da83
GO_0021544,rdf-schema#subClassOf,N49b2bcce6de24a9393e48fd5f689dce7
Nb8cae4f83c4c4740b225134a119f4e70,owl#intersectionOf,Nc2ebf005f1cf41cc913db91e3c63fe4e
GO_0046885,rdf-schema#subClassOf,GO_0031326
GO_0048183,rdf-schema#subClassOf,GO_0048180
GO_0046312,rdf-schema#subClassOf,GO_0170043
GO_0015245,rdf-schema#subClassOf,Nc44062af8cef402ca970090d66d1f15d
N60e835c419e54cffb26880c1b2a0151f,owl#someValuesFrom,GO_1990000
GO_0005372,rdf-schema#subClassOf,Nf7c3da9502f340f98140e9434574ef23
GO_0004556,oboInOwl#hasAlternativeId,GO:0103025
GO_0002759,rdf-schema#subClassOf,GO_0002920
GO_0007040,oboInOwl#inSubset,go#goslim_generic
GO_0005355,oboInOwl#hasAlternativeId,GO:0015579
Nf6cc8acd82094d21bc17b7d23953f429,owl#onProperty,RO_0002211
Nc151fbb53bae4695bf6ede7a019dd5ab,22-rdf-syntax-ns#first,GO_0065007
GO_0005856,oboInOwl#inSubset,go#goslim_plant
GO_0042597,oboInOwl#inSubset,go#goslim_prokaryote_ribbon
GO_0006720,rdf-schema#subClassOf,GO_0044255
GO_2000983,rdf-schema#subClassOf,GO_0051338
GO_0017057,rdf-schema#subClassOf,GO_0052689
GO_0033432,rdf-schema#subClassOf,GO_0030533
GO_0072592,rdf-schema#subClassOf,GO_0044237
GO_0043190,oboInOwl#inSubset,go#goslim_pir
N6cae3b7c2fc24a6ab81e514369ef9a15,22-rdf-syntax-ns#rest,N1a7941ca02ed49bf98095fb561148807
GO_0008309,rdf-schema#subClassOf,GO_0016895
Na50ae46fc030472d88143bd3b27700e9,owl#intersectionOf,N54a6711f6b344800b1653d580f3122fd
GO_1905493,rdf-schema#subClassOf,N73cdfdb0c15d43cd934c966071616973
GO_0019829,rdf-schema#subClassOf,GO_0022853
GO_1990074,rdf-schema#subClassOf,GO_0061157
GO_0086090,rdf-schema#subClassOf,GO_0086008
GO_1905339,rdf-schema#subClassOf,GO_0048518
GO_0048518,rdf-schema#subClassOf,N923161105f5741f2bf25c6cfbdf0b6b5
GO_0045915,rdf-schema#subClassOf,GO_0042069
GO_0008156,rdf-schema#subClassOf,N18dba891426a4679aa087253f7d9c928
GO_0061228,rdf-schema#subClassOf,GO_0072028
Ne9c6240ac9ca4180b44e0cf54e65259a,22-rdf-syntax-ns#first,GO_0065007
GO_0006109,rdf-schema#subClassOf,GO_0080090
GO_0004845,rdf-schema#subClassOf,GO_0016763
Nc8f0c71588a64b44bb3dd51b45f60bf9,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0072565,rdf-schema#subClassOf,GO_0072564
N1c9c2341b2ed4de6b265c29ccbd9aa22,22-rdf-syntax-ns#first,N46132546adcd4f03904ac393b73f434c
Nc784f0b41ac34c009eaf089017a91217,owl#intersectionOf,N21be16405e064a3188be7bae36c00d22
N96061066c58947baa264a2e4e81b5a61,owl#someValuesFrom,GO_0042476
GO_0006433,rdf-schema#subClassOf,GO_0006418
N60d38f4f695e45b38276babdd9217476,owl#onProperty,RO_0002212
GO_0046888,owl#equivalentClass,N91dfa9a1289b4bd2961bb824703d6c64
N8dd9b25e095147a8a54a92764c1a6746,22-rdf-syntax-ns#first,GO_0065007
Nc30d857fff5f42b5a35e76742a428c59,owl#someValuesFrom,GO_0042110
GO_0008380,oboInOwl#hasAlternativeId,GO:0006395
N1b9f2cb9d442452897ac2004e157da7d,owl#onProperty,RO_0002211
GO_0045263,rdf-schema#subClassOf,GO_0033177
N34771b5a9fdb4819908a91fc84e28bc9,owl#onProperty,RO_0002213
GO_0006417,rdf-schema#subClassOf,N53e11e5bcc1048a989cf8bdb3fa5c486
N22268968c4df43b0be04357f5e1689dc,22-rdf-syntax-ns#rest,N4c8f683f3b3543198408dc1f314066a4
GO_0010324,oboInOwl#inSubset,go#goslim_yeast
GO_0043086,rdf-schema#subClassOf,GO_0050790
GO_0038023,oboInOwl#hasAlternativeId,GO:0019041
Ne4692ba441c042ddb191fac42e5bb882,22-rdf-syntax-ns#first,GO_0065007
N1e4b4709718e4913843f58b0550f36a2,owl#intersectionOf,N5c7322cb57eb47448de5e73eba50dafc
GO_1904951,rdf-schema#subClassOf,GO_1903829
GO_0051052,owl#equivalentClass,Nb9c54c527bd04ad4b05a70f4690543a7
N4b0c18c86159471293d55ab5898d87ca,owl#someValuesFrom,GO_0061578
GO_0004471,oboInOwl#hasAlternativeId,GO:0004472
N197e918c46b34d8d874cff362a9ee7ac,22-rdf-syntax-ns#first,GO_0007267
GO_0099177,rdf-schema#subClassOf,GO_0023051
GO_0097610,rdf-schema#subClassOf,N63623510b6a2467cb6829b0274bf5909
GO_0006402,rdf-schema#subClassOf,GO_0006401
GO_2000924,rdf-schema#subClassOf,N3e5bd5dbee2649fbb88882fd53c12dd4
GO_0016790,rdf-schema#subClassOf,GO_0016788
GO_1905897,rdf-schema#subClassOf,N7cfcfd6bc3954eceaad7c580a4b053ca
N1a7941ca02ed49bf98095fb561148807,22-rdf-syntax-ns#first,Nbae4c0231ecc4984aa30e459312c719f
GO_0033215,rdf-schema#subClassOf,GO_0033212
GO_0098859,owl#equivalentClass,Neb819e5b306847cd979d4ebbc2c20083
N6cb43c93083649358817afb77fa19b37,22-rdf-syntax-ns#first,Nc2586a2e77b64b558da4d4dcb3a4c8e8
N3681093439b043b89dc79140e85932cd,owl#onProperty,RO_0002211
Na95d50cfd03b460d8d250b781b454c4f,22-rdf-syntax-ns#first,GO_0019288
GO_0009787,rdf-schema#subClassOf,GO_1905957
Ncb34c977f8f843098c4dcae44cad27fe,owl#someValuesFrom,GO_0035434
GO_0030134,oboInOwl#hasAlternativeId,GO:0030138
GO_0043414,oboInOwl#inSubset,go#gocheck_do_not_annotate
GO_0043085,rdf-schema#subClassOf,Nf918db8954f543b98d02521a0e90c929
N3667ca6cfe53411a958ba46635ce9057,owl#someValuesFrom,GO_0005737
GO_0044826,rdf-schema#subClassOf,GO_0016032
GO_0009712,rdf-schema#subClassOf,GO_0018958
Nfdaa92e10a2646c38bbaf96270245abe,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0006195,rdf-schema#subClassOf,GO_0009166
GO_1905180,rdf-schema#subClassOf,GO_0048639
GO_0019805,rdf-schema#subClassOf,GO_0072525
GO_0034797,rdf-schema#subClassOf,GO_0016877
GO_0061106,rdf-schema#subClassOf,GO_0061105
Ndd4c143881cc4cf6a53fdd8c01d39371,22-rdf-syntax-ns#first,GO_0065007
GO_0009306,oboInOwl#hasAlternativeId,GO:0045166
GO_0031911,rdf-schema#subClassOf,GO_0110165
GO_0002440,rdf-schema#subClassOf,GO_0010467
GO_0032102,oboInOwl#inSubset,go#gocheck_do_not_annotate
N941e9337d40744a495baf19634719ab5,22-rdf-syntax-ns#first,Nf574b6aa1ecc4c5999059767b9df79f2
GO_0046487,rdf-schema#subClassOf,GO_0006081
GO_1902404,rdf-schema#subClassOf,GO_0000916
GO_0016829,oboInOwl#inSubset,go#goslim_pir
GO_0016579,oboInOwl#hasAlternativeId,GO:0006514
GO_0034071,rdf-schema#subClassOf,GO_0016773
GO_0015810,rdf-schema#subClassOf,GO_0003333
GO_0000279,oboInOwl#inSubset,go#gocheck_do_not_annotate
GO_0006520,oboInOwl#inSubset,go#goslim_pombe
GO_1903047,rdf-schema#subClassOf,N6156c16b70fb41d0bf3bb61540b1e837
N424883b54d29482dba195ccc88e05b99,owl#someValuesFrom,GO_0030473
GO_0008518,rdf-schema#subClassOf,GO_0015297
N5d88b1a53b0747c5adca39a39fec696d,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0006506,rdf-schema#subClassOf,GO_0006497
GO_0045143,oboInOwl#hasAlternativeId,GO:0007061
GO_2000155,rdf-schema#subClassOf,Nb386837c2d71436d89efa335dce8e697
GO_0030193,rdf-schema#subClassOf,GO_1900046
GO_0009307,rdf-schema#subClassOf,GO_0006304
Nf0707b3613864093b76ed2b82f112221,owl#onProperty,RO_0002213
Nabc730491868422c9084864a9532db1e,22-rdf-syntax-ns#first,GO_0065007
N8b45f42487f84bd1b17d14499917c9fc,owl#someValuesFrom,GO_0005215
GO_0001842,rdf-schema#subClassOf,GO_0060571
GO_0002805,owl#equivalentClass,Nd260abc5bc3d46559704c31351b1bba7
Nc18d0750f757441d81a6374a01afd624,owl#onProperty,RO_0002211
GO_0034404,rdf-schema#subClassOf,GO_0055086
Nb1799d5f47174156a359021f631b15f6,owl#someValuesFrom,GO_0051301
N6724caf7732b462f9c4c55bcb3e32050,owl#onProperty,RO_0002212
Nf264bd324e96487fa5f998ae2b4eebe0,owl#onProperty,BFO_0000050
N6a5ef14b8d0d4224ad40c8df194b1edf,owl#someValuesFrom,GO_1990000
N268dd2b559cb433e8737710ae7449987,owl#intersectionOf,N59f9649cc7ae45c09924a7e6b07d0944
Nb7ab5c8fb8364ec5ba1b546db2f9edee,owl#onProperty,BFO_0000050
GO_0043242,rdf-schema#subClassOf,GO_0051129
GO_0050661,rdf-schema#subClassOf,GO_0030554
N24f171c005ac42dd89fd134b1692ebfa,owl#intersectionOf,Ne08bc407522945a8aec4209dd47f2841
GO_0007044,oboInOwl#hasAlternativeId,GO:0007045
Nadd125cb226f497ba2f6028a49564f79,owl#intersectionOf,N5dca66da2b694e4eacb1d0b8f2cb1f0b
GO_0000820,rdf-schema#subClassOf,GO_0006521
N4818086bdd0e48e3bde72e2cd375064a,22-rdf-syntax-ns#first,GO_0065007
GO_2000181,rdf-schema#subClassOf,GO_1901343
N9ef834e66c3b412f8388768c8c99c4fc,owl#someValuesFrom,GO_0002443
GO_0051745,rdf-schema#subClassOf,GO_0052592
GO_0008093,rdf-schema#subClassOf,N6ae9db31fde847dc899ebe3dd50f00ad
Ne2b321106a1e4e15b4d38c60551a0322,owl#onProperty,BFO_0000050
GO_0005267,rdf-schema#subClassOf,GO_0005261
GO_0005701,rdf-schema#subClassOf,Ne27cf607ce604def9ae9d1930d363e7f
GO_0033244,rdf-schema#subClassOf,GO_0010565
N454f7d78dc4a4a8cbdadf64483c63c87,owl#someValuesFrom,GO_0110096
N5505057baf884ecd976752dc2d2c7e0d,22-rdf-syntax-ns#rest,Nd4a99c38ddb444aa8e7d6b0a7df2b013
GO_0006591,rdf-schema#subClassOf,GO_0170041
GO_0035250,rdf-schema#subClassOf,GO_0008194
Ne8dea7b0a0374ae6be933a36141281b5,owl#someValuesFrom,GO_0055085
GO_0016447,rdf-schema#subClassOf,GO_0002562
go#goslim_yeast,rdf-schema#subPropertyOf,oboInOwl#SubsetProperty
N9d56aec6c66047129e8afc16410b8a2c,22-rdf-syntax-ns#first,Nbc42b04449804058b5d524b1413e6463
GO_1903829,rdf-schema#subClassOf,GO_0048522
GO_0007010,oboInOwl#inSubset,go#goslim_yeast
GO_0045827,owl#equivalentClass,Nc6766b9cea2e40919c55dc023002d411
Nedce38258f7d407e803867be492ee5dd,22-rdf-syntax-ns#first,GO_0065007
Nfda28ae06bbf44eca77bc0e40bb3d1ca,22-rdf-syntax-ns#first,Nb1e80d186f23499f98b8a2d7f8d2d2aa
N2cf43f4d2ad6466ea23f87699931b82e,owl#intersectionOf,Neb10897755364422ae1226356168254f
GO_0009309,rdf-schema#subClassOf,GO_0009308
N8ffedaef394c4dcfa24b07b837809593,22-rdf-syntax-ns#first,GO_0065007
GO_0034599,rdf-schema#subClassOf,GO_0006979
GO_0009396,rdf-schema#subClassOf,GO_0006760
GO_0048161,rdf-schema#subClassOf,GO_0022605
GO_0050922,rdf-schema#subClassOf,GO_0040013
GO_0030425,rdf-schema#subClassOf,N5ecac598cc94435890f9f520e0d42b94
GO_0006497,oboInOwl#inSubset,go#goslim_drosophila
GO_0043943,owl#equivalentClass,Nba8aee11efe5461381f364bb8a43896d
GO_0060609,owl#equivalentClass,Nbc1d3e3053df408294d984fe5c45828f
GO_2000868,rdf-schema#subClassOf,N0548926a67ee413e924a7e7e0a95d8c7
GO_1901617,rdf-schema#subClassOf,GO_1901615
GO_2000245,owl#equivalentClass,N1963060efde2430cafa05dcd0fa66f20
N96fb3f8ef78b4838afd579703b19bed6,owl#intersectionOf,Nf0f43965ec864c73ba96eb2f5b24aa5d
GO_0016185,oboInOwl#inSubset,go#goslim_synapse
GO_0015098,rdf-schema#subClassOf,Ne51b597fe0114f65a792e2341aacf99b
N980b7c237b0b4932862a2badd2d24a09,owl#someValuesFrom,GO_0050832
N20474a03df49451d9773e821812295cc,owl#onProperty,BFO_0000050
N14ca252c483741a28452648a40248985,owl#someValuesFrom,GO_0051276
GO_0002037,oboInOwl#hasAlternativeId,GO:1900921
Nd0985f09619b47df8ccccd88d123e941,owl#onProperty,RO_0002211
GO_0030856,rdf-schema#subClassOf,GO_0045595
GO_0045827,rdf-schema#subClassOf,GO_0045833
GO_0006829,rdf-schema#subClassOf,GO_0000041
GO_0015886,rdf-schema#subClassOf,GO_1901678
GO_0070857,rdf-schema#subClassOf,GO_0010565
Nb946ea9395b0468e9570f323cb2c36eb,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0016426,rdf-schema#subClassOf,GO_0008175
GO_0044848,owl#disjointWith,GO_0051179
N0835440a1d2644a1ab598b2f68335758,owl#onProperty,BFO_0000050
Nb419102da6344c5c9765b02fb4a2ed33,owl#someValuesFrom,GO_0042446
GO_0019331,rdf-schema#subClassOf,GO_0009061
Nf87285948a344683b538c527416353be,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0042277,oboInOwl#inSubset,go#goslim_chembl
Nf6f34693c3074913879b18242160c4f8,22-rdf-syntax-ns#first,N45344a546f9941ec9ea19589b62fa8d3
GO_0004784,rdf-schema#subClassOf,GO_0016209
GO_2001315,rdf-schema#subClassOf,GO_0046349
GO_0061134,rdf-schema#subClassOf,Nead78eafd8b24fcba95da8ef9384b0ed
N4eb2d20ce64f4af7ae6b458556fa935c,owl#someValuesFrom,GO_0042254
GO_0015155,rdf-schema#subClassOf,GO_0015154
GO_1902378,rdf-schema#subClassOf,GO_0038190
N3deef79bd5d049b7961818fe467b67bf,owl#onProperty,BFO_0000050
Neafa5b6c47784f958931c21c8bb131bc,22-rdf-syntax-ns#first,GO_0000279
GO_0045182,oboInOwl#inSubset,go#goslim_prokaryote_ribbon
Nf7d9e84c64e44a4e9e9cbcd5dbdb3a60,22-rdf-syntax-ns#rest,N11b2d0ef3c77491a9ad2097017cadf9f
Ncae79cb4d45544c6863f9dbd860208d4,22-rdf-syntax-ns#rest,Ne164f608e34249c7abc9c1abc44a7de1
Ndaeb2283ec1d45a481b7cd6cd767f6da,22-rdf-syntax-ns#first,GO_0065007
GO_1901441,rdf-schema#subClassOf,GO_0009058
N815f8a7e0083405d96f4418371d96249,owl#onProperty,BFO_0000050
