subject,predicate,object
N85ba11fad6b245838c0f8b12df30438e,owl#someValuesFrom,GO_0098590
Na00914c14ae745b9931dbea0d7d66739,owl#someValuesFrom,GO_0008150
GO_0006629,oboInOwl#inSubset,go#goslim_candida
GO_0043393,owl#equivalentClass,N6fde57e26ff043ada328dc1c80b7ee98
GO_0034765,rdf-schema#subClassOf,GO_0043269
N726ddbad1a2847ea890fd6f3de000ad8,owl#intersectionOf,N10f27131112f48f1b299b8e2993e3b2b
N9b4701cca50a4666a17f098404fe2657,owl#someValuesFrom,GO_0006633
GO_0045182,oboInOwl#inSubset,go#goslim_generic
GO_0009968,rdf-schema#subClassOf,GO_0048585
GO_0043154,rdf-schema#subClassOf,N94471aa82f5c4771a8d3aa1bdae1df9b
GO_0015193,rdf-schema#subClassOf,GO_0015179
N541b50396f754112a9f6d37b40c4a962,22-rdf-syntax-ns#first,N5cafb1f89b1c45b3b0a5a150ef7d74a8
N29e47b6a93d44165a73cde34ac6f7256,owl#onProperty,RO_0002212
GO_0001933,rdf-schema#subClassOf,GO_0001932
GO_0010629,owl#equivalentClass,N6fb615109bc5412eb4735774e57d3e20
GO_0043281,oboInOwl#inSubset,go#gocheck_do_not_annotate
Ne13cc938441b49bfa20ada52f52f69b9,owl#intersectionOf,N1d253030229e43058003b219c01edb8a
N24931b24cdcc49e8b3c1a74b4ce6a5f6,owl#someValuesFrom,GO_0016192
N55bb26f9b6b5435f9096789fad42e3df,owl#someValuesFrom,GO_0070588
GO_0043255,rdf-schema#subClassOf,GO_0009889
GO_0000154,oboInOwl#hasAlternativeId,GO:0016548
N7f0e6b9a623e4152bc75452a4f1f0e39,22-rdf-syntax-ns#first,GO_0045321
GO_0009570,rdf-schema#subClassOf,GO_0009532
GO_0004713,oboInOwl#hasAlternativeId,GO:0004718
GO_0051641,rdf-schema#subClassOf,GO_0009987
GO_0000786,rdf-schema#subClassOf,GO_0032993
GO_0002520,rdf-schema#subClassOf,GO_0002376
GO_0021732,rdf-schema#subClassOf,GO_0071695
GO_0016049,oboInOwl#inSubset,go#goslim_pir
N9625c2c7f9554e2b8913ac2afa7dd313,owl#onProperty,BFO_0000050
GO_0004324,rdf-schema#subClassOf,GO_0008937
GO_0010951,rdf-schema#subClassOf,GO_0010466
N58446d825e164bc09dfd457f88e3cc12,22-rdf-syntax-ns#first,GO_0000793
N7f559708fe1a4f779ba5ee724a36201c,22-rdf-syntax-ns#rest,N07ef80da3bd74df68130a06ff9916c8f
GO_0009403,rdf-schema#subClassOf,GO_0009404
GO_0004190,rdf-schema#subClassOf,GO_0070001
GO_0009117,rdf-schema#subClassOf,GO_0006753
N9dd0f7d58be34b93bc1f22848446578f,22-rdf-syntax-ns#first,Na5f76e3a82e541ff9a211f2eb41bd505
Ne2355b4b189d47ee8ffb4b251b5d76ec,22-rdf-syntax-ns#rest,Ne4c76b4fa1f9405293a107ae923ba56a
N4abda2ab67464671af4eaf8d6da6e757,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0005739,oboInOwl#inSubset,go#goslim_yeast
GO_0070778,rdf-schema#subClassOf,GO_1902475
GO_0097367,oboInOwl#inSubset,go#goslim_agr
GO_0042692,rdf-schema#subClassOf,N199d380d2e5e4d038c5c011d8c10e4d3
N1c127f07fc2048968ee6ff5e69cda4af,owl#onProperty,RO_0002211
GO_0033387,rdf-schema#subClassOf,GO_0006591
GO_0003849,rdf-schema#subClassOf,GO_0016765
GO_0030234,oboInOwl#inSubset,go#goslim_plant_ribbon
GO_0060589,rdf-schema#subClassOf,GO_0030234
GO_0019543,rdf-schema#subClassOf,GO_0019541
N66a1f83e5a7846b2a7750ad6cd0d545a,owl#someValuesFrom,GO_0005739
GO_0005343,rdf-schema#subClassOf,GO_0005342
N5cafb1f89b1c45b3b0a5a150ef7d74a8,owl#onProperty,RO_0002211
N1c2c30ef6ffb45e48df85edf57255212,owl#intersectionOf,Naeabfbd4cf0143e4bda5f75ca5105a12
GO_0048821,rdf-schema#subClassOf,Na138f4e600124385be4928067c76d760
N88071c8d329d43a985fdc9cd4851a4dd,owl#someValuesFrom,GO_0006259
N95ef7ad726344e20990131ef910e7c25,22-rdf-syntax-ns#first,GO_0007049
N4d99dd7e55cd4fa7a66e954bfd77b869,22-rdf-syntax-ns#first,GO_0065007
GO_0043606,rdf-schema#subClassOf,GO_1901564
N9a10c8c4828b4af88263197e8a50ad8c,owl#intersectionOf,N737db944897943ac845d411772e045a5
GO_0006418,oboInOwl#inSubset,go#goslim_yeast
GO_0046677,oboInOwl#inSubset,go#goslim_chembl
GO_0002263,rdf-schema#subClassOf,GO_0002252
Nf88b186be1564b4887226b3663b532f1,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
Ne7196db51bdc421f981cde65ec24f517,owl#onProperty,RO_0002211
N63e4709ef7e840eab0006fc9ef3ba6ba,22-rdf-syntax-ns#rest,N714ca4a2c1dc46a2adf36bbc36f88158
N9981c227f2ea49b4977d838928e7c08e,owl#someValuesFrom,GO_0004634
Nd1c7020e6d8547839f054e25584d296c,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
N0f06e5f1ddd74504a3a0b5392231dadc,owl#someValuesFrom,GO_0006626
N72cad78ace494470938f7fdab50c1ef9,owl#onProperty,BFO_0000050
GO_0000725,rdf-schema#subClassOf,GO_0006281
GO_0042302,rdf-schema#subClassOf,GO_0005198
GO_0004816,rdf-schema#subClassOf,GO_0004812
Nf21c2b9b242245a1ad73b880bc7f336f,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
go#goslim_drosophila,rdf-schema#subPropertyOf,oboInOwl#SubsetProperty
N39601d423d4c4e76b73d0992616ec69c,22-rdf-syntax-ns#first,GO_0065007
GO_0051723,rdf-schema#subClassOf,GO_0140096
N321da0167d564c6ea5aefe74627149d3,owl#someValuesFrom,GO_0031967
N1041a802dd504266ac2af480c20898bf,owl#someValuesFrom,GO_0030397
GO_1901863,rdf-schema#subClassOf,GO_0051094
GO_0008690,rdf-schema#subClassOf,GO_0070567
GO_0015853,rdf-schema#subClassOf,GO_0006863
GO_0005304,rdf-schema#subClassOf,GO_0015658
N42f5586461ca4c25bc90fe5cde93ff4a,owl#someValuesFrom,GO_0098656
GO_0048661,rdf-schema#subClassOf,GO_0008284
N25e5dd87e44e495491ec63db35052410,owl#someValuesFrom,GO_0018106
GO_2000147,owl#equivalentClass,N8109dc9a5ce84e3dbec4fd2c54690d6e
Nc7b69aa4829148708f99a8c8eb891031,22-rdf-syntax-ns#first,GO_0065007
GO_0005794,oboInOwl#inSubset,go#goslim_agr
N0e201f925ddc425a9fd4c316ab080e22,owl#onProperty,RO_0002212
GO_0046081,rdf-schema#subClassOf,GO_0009213
GO_0004806,oboInOwl#inSubset,go#goslim_chembl
GO_0040001,oboInOwl#hasAlternativeId,GO:0030608
Ndb877df8eef2410cb7cea62d626c441d,owl#intersectionOf,Na0a7ac24247c491586f2103478666c1d
GO_0018339,rdf-schema#subClassOf,GO_0018198
GO_0031324,owl#equivalentClass,N53b2095f2b9849f2a4717cfa4bc6d58f
GO_0003676,oboInOwl#hasAlternativeId,GO:0000496
GO_0007034,oboInOwl#inSubset,go#goslim_chembl
GO_0009372,oboInOwl#inSubset,go#goslim_pir
GO_0005777,oboInOwl#inSubset,go#goslim_chembl
GO_0006952,oboInOwl#hasAlternativeId,GO:0042829
GO_0007163,oboInOwl#hasAlternativeId,GO:0030467
N71b06b7dae6944ee9ee18eb03cc54d5a,owl#intersectionOf,Nc2898aa6bd694562b893a9f1b23a5a9c
GO_0005886,oboInOwl#inSubset,go#goslim_candida
GO_0006048,rdf-schema#subClassOf,GO_0046349
GO_0004784,oboInOwl#hasAlternativeId,GO:0004785
GO_0008543,rdf-schema#subClassOf,GO_0007169
GO_0051156,rdf-schema#subClassOf,GO_1901135
GO_0046132,rdf-schema#subClassOf,GO_0046134
N5148851b3ef1445884055434ab680f16,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0042592,oboInOwl#hasAlternativeId,GO:0032844
Nb8a6064b944a4a929a2582c20e7dd820,owl#someValuesFrom,GO_0008152
GO_0005979,rdf-schema#subClassOf,GO_0010962
N885fc3a60bf14a47a8e5c0600a11475b,owl#onProperty,BFO_0000050
GO_0005604,oboInOwl#hasAlternativeId,GO:0008003
Ncb6cfdef27204d83a5896563d8576431,22-rdf-syntax-ns#first,N823e8d985a454756925400375612b4ce
GO_0005819,rdf-schema#subClassOf,N95e6faf4c13442558287658716a58bfd
GO_0006520,oboInOwl#inSubset,go#goslim_drosophila
N92b64f9050ca44ab9cb506fcf71a4c84,owl#onProperty,BFO_0000050
GO_0043039,rdf-schema#subClassOf,GO_0006399
Ncd20d3dd37ab4138b626051a338ce43f,owl#someValuesFrom,GO_0006468
GO_0140098,oboInOwl#inSubset,go#goslim_generic
N07317a3c6ee049568c691dfc3827a7f7,22-rdf-syntax-ns#rest,Nfff0bb1e21934b1597d42da79c14c3d9
GO_0043226,rdf-schema#subClassOf,GO_0110165
GO_0015297,oboInOwl#hasAlternativeId,GO:0015300
GO_0048645,rdf-schema#subClassOf,Ne413c8d42ab04cc7a51ac62c4db99c0c
GO_0006730,oboInOwl#hasAlternativeId,GO:0019753
Ne7bfbf6a73cb4f809c738e6a59ed7beb,owl#onProperty,BFO_0000050
GO_0000123,rdf-schema#subClassOf,N978fbd1390474ac8aba6641d863e5e42
GO_0009893,rdf-schema#subClassOf,N66766e4544db4c34b7daf7b19aee58f8
GO_0016810,oboInOwl#inSubset,go#goslim_chembl
N49dd44d9817747be84508ee0f6d954bb,owl#onProperty,BFO_0000050
Nae14e3ce3bb14a03bda1422535eae13c,owl#someValuesFrom,GO_0006412
GO_0140110,oboInOwl#inSubset,go#goslim_prokaryote_ribbon
N83938feb5e554d8bab5cc5ae32eac2ef,22-rdf-syntax-ns#rest,Ndb150dc18cc544aa84680c9a6abd5da2
GO_0001098,rdf-schema#subClassOf,GO_0005515
N924ae7d9d0184dcb8162e044eacebcee,owl#someValuesFrom,GO_0042063
GO_0004729,rdf-schema#subClassOf,GO_0016634
GO_0015740,rdf-schema#subClassOf,GO_0006835
GO_0006956,rdf-schema#subClassOf,Nf58914a242814afbb4b87ab646c1603b
GO_0032886,owl#equivalentClass,N1fc65cbe11444f7d9812e061f69955c1
GO_0005794,oboInOwl#inSubset,go#goslim_drosophila
GO_0009317,oboInOwl#inSubset,go#goslim_pir
GO_0043189,rdf-schema#subClassOf,GO_1902562
GO_0008828,oboInOwl#hasAlternativeId,GO:0044714
Nc9372ec7f3904aa4b735cbafe6f4724e,22-rdf-syntax-ns#first,N41d5da792efc41b2951de2db161cf7f9
Ne39622fcf31f4af6b19e183618174227,owl#onProperty,BFO_0000050
GO_0033238,owl#equivalentClass,N8cfe57ad2ea041ed9fe92c25d50a4b3d
N199d380d2e5e4d038c5c011d8c10e4d3,owl#someValuesFrom,GO_0061061
Nb3cba65ea6e04c7d9d62dacca70592b2,22-rdf-syntax-ns#first,GO_0031974
GO_0018160,oboInOwl#inSubset,go#gocheck_do_not_annotate
GO_0004779,rdf-schema#subClassOf,GO_0070566
N9829aa6bb95649ebbc08181ab51882ea,owl#intersectionOf,N9010264152b245c584cab7a54d338977
N665b2939085b4ffdb7b157fac68ec871,owl#someValuesFrom,GO_0006614
GO_0009967,rdf-schema#subClassOf,GO_0048584
GO_0000278,oboInOwl#inSubset,go#goslim_yeast
GO_0046348,rdf-schema#subClassOf,GO_1901136
GO_0009423,oboInOwl#hasAlternativeId,GO:0033587
GO_0008320,rdf-schema#subClassOf,GO_0022884
GO_0008153,rdf-schema#subClassOf,GO_0009073
N659da6eb712a49a195aa8716df897bdc,owl#onProperty,BFO_0000050
GO_0035601,rdf-schema#subClassOf,GO_0098732
GO_0043230,oboInOwl#inSubset,go#goslim_pir
GO_1903576,rdf-schema#subClassOf,GO_0043200
GO_0031641,rdf-schema#subClassOf,GO_0050794
GO_0044201,rdf-schema#subClassOf,GO_0044200
GO_0005840,oboInOwl#inSubset,go#goslim_euk_cellular_processes_ribbon
GO_0009147,rdf-schema#subClassOf,GO_0009141
N586de8ad8626408c9c76c65601e1ed7a,owl#someValuesFrom,GO_0043170
GO_0007155,oboInOwl#hasAlternativeId,GO:0098602
GO_0098728,rdf-schema#subClassOf,GO_0042078
GO_0005618,oboInOwl#inSubset,go#goslim_chembl
N50f5263649ee49bf8e59e7784cebd6a2,22-rdf-syntax-ns#first,GO_0071880
GO_0006900,oboInOwl#hasAlternativeId,GO:1902591
N44fedd44b1aa452791e0ca8583be19e9,22-rdf-syntax-ns#first,GO_0065007
N514ef69c4cd542f58c13d1c3a0e7c31f,22-rdf-syntax-ns#first,GO_0065007
GO_0051934,rdf-schema#subClassOf,GO_0090493
GO_0043190,oboInOwl#hasAlternativeId,GO:0043191
GO_0016903,rdf-schema#subClassOf,GO_0016491
GO_0006629,oboInOwl#inSubset,go#goslim_plant
GO_0044754,rdf-schema#subClassOf,GO_0005767
GO_0032790,rdf-schema#subClassOf,GO_1903008
N579a03db13f7428e8392abd16501716b,owl#onProperty,BFO_0000050
N74b9425984754dd38d14bf8add56645c,owl#someValuesFrom,GO_0009250
GO_0060205,rdf-schema#subClassOf,GO_0031983
GO_0044716,rdf-schema#subClassOf,GO_0017110
GO_0051349,rdf-schema#subClassOf,GO_0051339
Ncbc5b7e224934f589f5cf124ea331e18,owl#onProperty,RO_0002211
GO_0046174,rdf-schema#subClassOf,GO_0019751
GO_1901892,rdf-schema#subClassOf,GO_0051129
GO_0000935,oboInOwl#hasAlternativeId,GO:0043187
GO_0032977,rdf-schema#subClassOf,N5d6f070d45db463d80dfbd588357587d
N849fbd7790114049b6ff5b8d28b8fa2e,22-rdf-syntax-ns#rest,Ncfcf7a1f0cdb432b912addc068f5bce5
GO_0006183,rdf-schema#subClassOf,GO_0009206
GO_0042659,rdf-schema#subClassOf,GO_0010453
GO_0001817,rdf-schema#subClassOf,GO_0010468
GO_0051310,rdf-schema#subClassOf,GO_0051303
GO_1903046,rdf-schema#subClassOf,GO_0022414
GO_0006203,rdf-schema#subClassOf,GO_0009217
Nb910b1894aaf4cee943ef12a8b6c60b1,owl#onProperty,RO_0002211
GO_0045254,oboInOwl#inSubset,go#goslim_pir
GO_0031984,rdf-schema#subClassOf,Nf54fb7aeb6a44a6b9904b915a8cb8448
N8004a0415dbc441b9b332a8b562f162b,22-rdf-syntax-ns#rest,Nead62998ec6840eca4a41a8e9be1bc06
GO_0015081,oboInOwl#hasAlternativeId,GO:0022816
N9552f5890877414397555f4ef829bf04,22-rdf-syntax-ns#first,N340ee9f1cfea464daa3f32ba5705be20
GO_0036220,rdf-schema#subClassOf,GO_0047429
GO_0070231,rdf-schema#subClassOf,GO_0070227
GO_0035639,rdf-schema#subClassOf,GO_1901363
GO_0009987,owl#disjointWith,GO_0044848
GO_1902021,rdf-schema#subClassOf,GO_2000145
Na3a0123f7b8340bc8027d29e38d0d8ce,owl#onProperty,RO_0002211
Nb26b5534db4c45ac94c47f6e2961df9c,owl#intersectionOf,Nda57c34ca25641b8889daba7ba2aca9b
GO_0006884,rdf-schema#subClassOf,GO_0019725
GO_0102025,rdf-schema#subClassOf,GO_0015117
GO_0019835,rdf-schema#subClassOf,GO_0009987
Naa6331767354444f83c6afddf9353d05,22-rdf-syntax-ns#first,GO_0065007
N5e1f3dccec744e6f9fbb908d10715211,owl#onProperty,BFO_0000050
GO_0042710,oboInOwl#inSubset,go#gocheck_do_not_annotate
Nad2edd49f62040ac93d1cd34f0c04341,owl#intersectionOf,Ne23c27e796f2445585e905e99f6b4e07
GO_0046940,rdf-schema#subClassOf,GO_0009165
N8f09b6430a9f48f1b9895a4283b05cdc,owl#onProperty,BFO_0000050
N9d5be67af5414df4b4fc15721def7759,22-rdf-syntax-ns#rest,N9a4cb607b4cb4d9dbdd8d0b486b4b06c
GO_0047952,rdf-schema#subClassOf,GO_0016616
GO_1901891,rdf-schema#subClassOf,GO_0032954
GO_0120010,rdf-schema#subClassOf,GO_0015914
GO_0009968,owl#equivalentClass,Neafcaf0fc3c941d0bc70466a3ec9d950
GO_0046036,oboInOwl#hasAlternativeId,GO:0006243
GO_0044036,rdf-schema#subClassOf,GO_0043170
Neb81c1bd629e490ebbe3df9d8c0c1e4c,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
Nb8a01e892e3945b79b135ae26bdbe8a2,22-rdf-syntax-ns#rest,Ndcdd37a4145246f59c4cd013000db0c4
N2fccea2c09054694b456ff04301b1da4,22-rdf-syntax-ns#first,Nc9425e3af7a84cde8e1de6485e89df19
Nb8b1eef4413d4ff084255076338ea0f1,owl#onProperty,BFO_0000050
N2ee8f1abead84215af1f6ee71ac99968,owl#onProperty,RO_0002213
GO_0034219,rdf-schema#subClassOf,GO_0008643
GO_0006548,rdf-schema#subClassOf,GO_0009074
Nedc92ae528344ecfbc0cf337b2cfd894,owl#intersectionOf,Ne1a9a472e20049ed814b0d3f1b563d93
Nc9372ec7f3904aa4b735cbafe6f4724e,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0030213,rdf-schema#subClassOf,GO_0006024
GO_0090276,owl#equivalentClass,N8c8ed80119564fa793f417e106600825
GO_0009247,rdf-schema#subClassOf,GO_1901137
GO_0031348,owl#equivalentClass,N61353bf680fd4c34af927b1706b0fccf
GO_0003677,oboInOwl#inSubset,go#goslim_agr
N144c332297da48e88b0bfd19fc5cc875,22-rdf-syntax-ns#first,GO_0032991
GO_0001161,rdf-schema#subClassOf,GO_0000976
GO_0055013,rdf-schema#subClassOf,GO_0055001
GO_0006351,oboInOwl#inSubset,go#goslim_drosophila
GO_0007260,oboInOwl#hasAlternativeId,GO:0042506
Nf0ced3c0bfd44b7280209efff31cd40a,owl#someValuesFrom,GO_0006260
GO_0006260,oboInOwl#inSubset,go#goslim_pombe
GO_0035556,oboInOwl#inSubset,go#goslim_drosophila
N33e3bad5c0364202ac491ea8fdcba4fd,owl#someValuesFrom,GO_0012501
GO_0042445,rdf-schema#subClassOf,GO_0010817
GO_0016887,rdf-schema#subClassOf,Nc24bc6919d8e460f85b0d1c1722ff027
GO_0043297,rdf-schema#subClassOf,GO_0007043
GO_0006284,rdf-schema#subClassOf,GO_0006281
GO_0048546,rdf-schema#subClassOf,GO_0035239
GO_0008828,oboInOwl#hasAlternativeId,GO:0044713
GO_0010043,rdf-schema#subClassOf,GO_0010038
GO_0032535,rdf-schema#subClassOf,GO_0016043
Nb42e76287cc74326b92876605394dadb,owl#someValuesFrom,GO_0030154
GO_0006941,rdf-schema#subClassOf,GO_0006936
GO_0060706,rdf-schema#subClassOf,GO_0030154
N6b0ebe311e1a46d48034d0b6ff1cd316,owl#onProperty,RO_0002211
GO_0016791,oboInOwl#inSubset,go#goslim_drosophila
GO_0051484,rdf-schema#subClassOf,GO_0019288
N5e8335bb71c04531b2efc35d9a4145f4,owl#someValuesFrom,GO_0006261
GO_0006506,rdf-schema#subClassOf,GO_0006505
N49b35e27603843a69acc570bf92dc439,owl#onProperty,BFO_0000050
GO_0048545,rdf-schema#subClassOf,GO_0033993
N65c85fa755e5473f9378d7fd4dee0d07,owl#someValuesFrom,GO_0005515
GO_0031410,oboInOwl#hasAlternativeId,GO:0016023
N43ff7d385f754d919b6b1cb3e8a6f131,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
N590cefb7a5fe460a84079f46e9f67d7f,owl#someValuesFrom,GO_1990151
GO_0005727,oboInOwl#inSubset,go#goslim_metagenomics
GO_0016746,oboInOwl#inSubset,go#goslim_drosophila
GO_0019388,rdf-schema#subClassOf,GO_0019320
GO_0005886,oboInOwl#inSubset,go#goslim_plant
GO_0048660,owl#equivalentClass,Nf208820144114a25a4d3f557470437a9
GO_0000749,rdf-schema#subClassOf,GO_0071444
N72b1da1935c94c72b4fcf3657f2409e4,owl#onProperty,RO_0002211
GO_2000193,rdf-schema#subClassOf,Nce609d74e2f94714ab5fbc8a2d1b3667
GO_0010008,rdf-schema#subClassOf,N52bb8592fc2e4cbda782df9d77c3015e
GO_0008289,oboInOwl#inSubset,go#goslim_euk_cellular_processes_ribbon
Nbdda7027bb6749319aef11b573dbb365,22-rdf-syntax-ns#first,Ne14d9437f53b4de3928d9eb23aac5a43
GO_0052890,rdf-schema#subClassOf,GO_0016627
N8227e3813fe547e3b4387c1fdd0664b4,owl#intersectionOf,Nd587a38a48924218be37656c4ce6b575
GO_1901678,rdf-schema#subClassOf,GO_0006826
GO_0106361,rdf-schema#subClassOf,GO_0046527
GO_0016052,oboInOwl#hasAlternativeId,GO:0006095
Naecb0a6171424299b0e3fb3b7f76089d,22-rdf-syntax-ns#first,GO_0065007
GO_0016055,rdf-schema#subClassOf,GO_0007166
GO_0016529,oboInOwl#hasAlternativeId,GO:0008221
GO_0072491,rdf-schema#subClassOf,GO_0009056
GO_0009408,oboInOwl#hasAlternativeId,GO:0006951
GO_0015221,rdf-schema#subClassOf,Ne610de6b72b646e69b0076913f21cf4a
N57ef658641e74d7990a7b6896adb44b5,owl#someValuesFrom,GO_0000278
GO_0051931,owl#equivalentClass,N92c66b7684e44cd5b66d4e7e4bc38513
GO_0009113,rdf-schema#subClassOf,GO_0006144
Nf843b5e79bbd4d4abc3eff730a8c770e,owl#onProperty,BFO_0000050
GO_0005635,oboInOwl#hasAlternativeId,GO:0005636
N4c433baffbb04b018cff1b548f7ec203,22-rdf-syntax-ns#first,Nd005f9b43eab467e9d368ea87cc13e89
GO_0090313,rdf-schema#subClassOf,Nc88d8e6a57d14b3ea0de7a0ffc06e904
GO_0051781,rdf-schema#subClassOf,GO_0051302
GO_0017108,rdf-schema#subClassOf,GO_0048256
N7ea49469b12744c6993ac93bd87c2d2f,22-rdf-syntax-ns#rest,N1cfd9db0f47d45e9880fcc1b84ecd432
GO_0030614,rdf-schema#subClassOf,GO_0030613
Na761542a3848446782f9b1ce59f8f9af,owl#onProperty,BFO_0000050
GO_0045275,rdf-schema#subClassOf,GO_1902495
GO_0009579,oboInOwl#inSubset,go#goslim_prokaryote_ribbon
N462e3b0c88b1418f9ae56722a17b7926,owl#onProperty,RO_0002212
GO_0042303,oboInOwl#inSubset,go#goslim_pir
N9fd3856019bd40d4b1b040c3779ab09e,owl#someValuesFrom,GO_0048193
N94471aa82f5c4771a8d3aa1bdae1df9b,owl#someValuesFrom,GO_0097153
GO_0002366,rdf-schema#subClassOf,GO_0002263
GO_0072521,rdf-schema#subClassOf,GO_1901564
GO_0045005,rdf-schema#subClassOf,GO_0006259
N9d681eb60bc14449b88d664f8d1b23b9,owl#onProperty,BFO_0000050
N07f3057f5acf4940a136bf047c46b0e3,owl#intersectionOf,Nf5e148fadf1f428abfdfc76c7ba5790d
GO_0004722,oboInOwl#hasAlternativeId,GO:0030360
N4e96014856c64afaab62a42b6e63a088,owl#intersectionOf,Nd6e7912116f44fc08ea2cab928b552ff
GO_0048589,owl#equivalentClass,Nc0e501861204415cbbea88834e2f6bb5
GO_0006210,rdf-schema#subClassOf,GO_0006208
GO_0051252,owl#equivalentClass,N2561ee1b18c9456ca6bd68c854a667b9
GO_0015075,rdf-schema#subClassOf,Na5f54225137e4ac28f448127bdac34f8
GO_0007584,rdf-schema#subClassOf,GO_0042221
GO_0031983,rdf-schema#subClassOf,Nb993977695c241d2929564d61d956976
N4dbab73cb1f74038ae7deb168dc33920,owl#someValuesFrom,GO_0004604
N3235d72834e24bb6886f4679eb11d33d,owl#onProperty,BFO_0000051
N10bb6511aecc46549a5c5356d766f2a8,22-rdf-syntax-ns#first,N60f92c0bd56e41259a0f55c2683575b0
N62af06f5dc794178866f49010a8ec108,22-rdf-syntax-ns#first,Nb81718a6518345988749907ddca5f576
GO_0051620,rdf-schema#subClassOf,GO_0015874
GO_0098827,rdf-schema#subClassOf,N2af42927207446e99f4ebd3ad2bdbe9e
Na4961698f9544256b6662b7d4b301195,22-rdf-syntax-ns#rest,N83244f50f06847728bb7ee837c9bc497
GO_0016787,oboInOwl#inSubset,go#goslim_metagenomics
GO_0140096,oboInOwl#inSubset,go#goslim_generic
GO_0071466,rdf-schema#subClassOf,GO_0070887
N58ca051adbf4422e90e84bc6c9c1959c,owl#intersectionOf,N3fa4178085a84038b75332c8b500c6bb
N2a3bb498e9e44b0c8431ccbfd887b1a8,22-rdf-syntax-ns#rest,Na64a377df72f4dd0a0f4d429cd14177d
Ndeb8cc7f66764bbea7695da08f6cb02e,owl#someValuesFrom,GO_0009056
GO_0031325,oboInOwl#inSubset,go#gocheck_do_not_annotate
GO_0044419,oboInOwl#inSubset,go#gocheck_do_not_annotate
GO_0046007,owl#equivalentClass,Nee78f253fe894c22ba7b708ac96fa537
GO_0032636,rdf-schema#subClassOf,GO_0001816
GO_0051174,rdf-schema#subClassOf,GO_0031323
GO_0050778,rdf-schema#subClassOf,GO_0050776
GO_0002790,rdf-schema#subClassOf,GO_0015833
GO_0004799,rdf-schema#subClassOf,GO_0042083
GO_0022408,rdf-schema#subClassOf,N522fe67bb3944f749e1023415d865eb0
GO_0030611,rdf-schema#subClassOf,GO_0016491
GO_0043043,rdf-schema#subClassOf,GO_0006518
GO_0055117,rdf-schema#subClassOf,GO_0006942
GO_0000105,rdf-schema#subClassOf,GO_0006547
GO_0015424,rdf-schema#subClassOf,GO_0140359
GO_0006744,rdf-schema#subClassOf,GO_0006743
GO_0045936,rdf-schema#subClassOf,N26fa00945bf04ca08c8f5e50b87dadc2
GO_0031347,rdf-schema#subClassOf,GO_0080134
GO_0032364,rdf-schema#subClassOf,GO_0055082
Nc06c777724c94286a449b1f747a1ab72,owl#onProperty,BFO_0000050
GO_0030431,oboInOwl#inSubset,go#goslim_pir
GO_0043087,oboInOwl#hasAlternativeId,GO:0032319
GO_0010506,rdf-schema#subClassOf,GO_0031329
GO_0090564,rdf-schema#subClassOf,GO_0090563
Neda70ca755da4e4ba0c0f712f5d292c4,22-rdf-syntax-ns#rest,Ne8d932fa2cef4e9ab94b02729a0a15f9
GO_0050839,rdf-schema#subClassOf,GO_0005515
GO_0009080,rdf-schema#subClassOf,GO_0009078
GO_0016260,rdf-schema#subClassOf,GO_0009070
Nb9a956d369854d9ba38dec2a61070825,owl#someValuesFrom,GO_0001816
GO_2000725,rdf-schema#subClassOf,N475b606fe388479786cc431122d18619
N98a2f6e479e5496995341582a06d4b26,owl#someValuesFrom,GO_0015718
GO_0008821,oboInOwl#hasAlternativeId,GO:0008844
GO_0016435,rdf-schema#subClassOf,GO_0008649
Nb9a868d4617945bfa0472159aba009ad,22-rdf-syntax-ns#first,GO_0065007
GO_0045738,rdf-schema#subClassOf,GO_0048585
GO_0048160,rdf-schema#subClassOf,GO_0022605
GO_0036094,oboInOwl#inSubset,go#goslim_agr
GO_0006022,rdf-schema#subClassOf,GO_1901564
N1e64d61f70274bb3863963a7de2ca9e2,owl#intersectionOf,Ne4a1b3ee60ca4fa49aab1cf4edc4847a
GO_0010533,rdf-schema#subClassOf,GO_0045859
GO_0006575,oboInOwl#inSubset,go#goslim_drosophila
GO_0005975,oboInOwl#inSubset,go#goslim_agr
N506e1da5ca884e77a2bb4f0cec23ccb0,owl#someValuesFrom,GO_0030101
GO_0000910,rdf-schema#subClassOf,N3e6d58838d3744fbb5724c75e1893598
GO_0007342,rdf-schema#subClassOf,Nc076473cc8f346fba045630739481e2c
Ncbe8364c9cfc46c3bf52e221695c4db0,owl#intersectionOf,Nbc6ba952fc114bb1b7c3d53104ebc007
N57353c4d20e1492f98c3199ba29deaef,22-rdf-syntax-ns#first,Nc155af31a63146849f5c54fb1e2c83d8
GO_0090494,rdf-schema#subClassOf,GO_0090493
N8fb96767feb946498f63264615b676a2,owl#onProperty,BFO_0000050
